topic,year,pubs,cites
Seismic Imaging and Inversion Techniques,2017,42,625
Seismic Imaging and Inversion Techniques,2018,33,290
Seismic Imaging and Inversion Techniques,2019,63,709
Seismic Imaging and Inversion Techniques,2020,49,670
Seismic Imaging and Inversion Techniques,2021,85,1346
Seismic Imaging and Inversion Techniques,2022,61,563
Seismic Imaging and Inversion Techniques,2023,48,354
Seismic Imaging and Inversion Techniques,2024,52,127
Seismic Imaging and Inversion Techniques,2025,59,49
Seismic Imaging and Inversion Techniques,2026,3,0
Seismic Performance and Analysis,2004,2,102
Seismic Performance and Analysis,2005,3,46
Seismic Performance and Analysis,2006,1,3
Seismic Performance and Analysis,2007,1,190
Seismic Performance and Analysis,2008,1,20
Seismic Performance and Analysis,2011,1,2
Seismic Performance and Analysis,2015,1,22
Seismic Performance and Analysis,2016,1,5
Seismic Performance and Analysis,2018,2,10
Seismic Performance and Analysis,2021,1,2
Seismic Performance and Analysis,2024,1,0
Seismic Waves and Analysis,1989,1,4
Seismic Waves and Analysis,1999,1,57
Seismic Waves and Analysis,2000,1,4
Seismic Waves and Analysis,2001,1,2
Seismic Waves and Analysis,2004,4,110
Seismic Waves and Analysis,2005,7,59
Seismic Waves and Analysis,2006,3,13
Seismic Waves and Analysis,2007,3,262
Seismic Waves and Analysis,2008,10,90
Seismic Waves and Analysis,2009,8,109
Seismic Waves and Analysis,2010,7,44
Seismic Waves and Analysis,2011,17,201
Seismic Waves and Analysis,2012,15,120
Seismic Waves and Analysis,2013,25,160
Seismic Waves and Analysis,2014,19,315
Seismic Waves and Analysis,2015,20,359
Seismic Waves and Analysis,2016,19,236
Seismic Waves and Analysis,2017,20,187
Seismic Waves and Analysis,2018,21,184
Seismic Waves and Analysis,2019,27,204
Seismic Waves and Analysis,2020,19,300
Seismic Waves and Analysis,2021,45,900
Seismic Waves and Analysis,2022,28,178
Seismic Waves and Analysis,2023,28,259
Seismic Waves and Analysis,2024,34,65
Seismic Waves and Analysis,2025,22,14
Seismic Waves and Analysis,2026,3,0
Seismology and Earthquake Studies,2004,2,4
Seismology and Earthquake Studies,2006,1,4
Seismology and Earthquake Studies,2008,1,0
Seismology and Earthquake Studies,2009,1,0
Seismology and Earthquake Studies,2011,6,64
Seismology and Earthquake Studies,2012,3,59
Seismology and Earthquake Studies,2013,3,29
Seismology and Earthquake Studies,2014,6,139
Seismology and Earthquake Studies,2015,5,67
Seismology and Earthquake Studies,2016,4,39
Seismology and Earthquake Studies,2017,9,87
Seismology and Earthquake Studies,2018,9,104
Seismology and Earthquake Studies,2019,10,75
Seismology and Earthquake Studies,2020,8,18
Seismology and Earthquake Studies,2021,17,450
Seismology and Earthquake Studies,2022,11,38
Seismology and Earthquake Studies,2023,20,189
Seismology and Earthquake Studies,2024,23,59
Seismology and Earthquake Studies,2025,15,17
Seismology and Earthquake Studies,2026,2,0
Semantic Web and Ontologies,2017,2,0
Semiconductor Lasers and Optical Devices,2010,1,3
Semiconductor Lasers and Optical Devices,2013,1,1
Semiconductor materials and devices,2002,1,28
Semiconductor materials and devices,2003,1,43
Semiconductor materials and devices,2005,2,12
Semiconductor materials and devices,2006,1,47
Semiconductor materials and devices,2009,1,0
Semiconductor materials and devices,2011,1,16
Semiconductor materials and devices,2013,1,10
Semiconductor materials and devices,2017,1,19
Semiconductor materials and devices,2018,2,24
Semiconductor materials and devices,2019,1,2
Semiconductor materials and interfaces,2013,1,54
Semiconductor Quantum Structures and Devices,2017,1,21
Semiconductor Quantum Structures and Devices,2019,1,13
Semiconductor Quantum Structures and Devices,2021,1,6
Sensor Technology and Measurement Systems,2004,1,3
Sensor Technology and Measurement Systems,2005,1,0
Sensor Technology and Measurement Systems,2014,1,0
Sensor Technology and Measurement Systems,2017,1,41
Sensor Technology and Measurement Systems,2020,1,0
Sepsis Diagnosis and Treatment,2022,1,0
Sexual Differentiation and Disorders,1985,1,0
Sexual Differentiation and Disorders,1999,1,18
Shoulder and Clavicle Injuries,2018,2,0
Shoulder Injury and Treatment,2018,2,0
Silicon and Solar Cell Technologies,1987,1,7
Silicon and Solar Cell Technologies,2006,2,8
Silicon and Solar Cell Technologies,2008,1,2303
Silicon and Solar Cell Technologies,2009,1,1
Silicon and Solar Cell Technologies,2011,1,116
Silicon and Solar Cell Technologies,2012,7,216
Silicon and Solar Cell Technologies,2013,2,1
Silicon and Solar Cell Technologies,2019,1,11
Silicon Carbide Semiconductor Technologies,2019,1,2
Silicon Nanostructures and Photoluminescence,2019,1,13
Silicone and Siloxane Chemistry,2003,1,0
Silicone and Siloxane Chemistry,2018,1,31
Silicone and Siloxane Chemistry,2020,3,12
Silicone and Siloxane Chemistry,2021,1,5
Silicone and Siloxane Chemistry,2022,1,20
Silkworms and Sericulture Research,2023,1,0
Simulation Techniques and Applications,2001,1,0
Simulation Techniques and Applications,2012,1,0
Simulation Techniques and Applications,2014,2,2
Simulation Techniques and Applications,2016,1,3
Simulation Techniques and Applications,2020,1,0
Simulation-Based Education in Healthcare,2015,1,0
Sleep and Wakefulness Research,2007,1,32
Sleep and Wakefulness Research,2021,1,5
Sleep and Wakefulness Research,2022,1,0
Smart Grid Energy Management,2007,1,0
Smart Grid Energy Management,2017,1,1
Smart Materials for Construction,2021,1,26
Smart Materials for Construction,2023,1,17
Social and Educational Sciences,2001,1,0
Social and Educational Sciences,2002,1,0
Social and Educational Sciences,2003,1,0
Social and Educational Sciences,2004,2,0
Social and Educational Sciences,2005,2,0
Social and Educational Sciences,2006,1,0
Social and Educational Sciences,2008,1,0
Social and Educational Sciences,2010,3,3
Social and Educational Sciences,2011,1,0
Social and Educational Sciences,2012,1,0
Social and Educational Sciences,2015,1,0
Social and Educational Sciences,2018,1,0
Social Capital and Networks,2015,1,0
Social Media and Politics,2005,1,0
Social Movements and Cultural Identity,2026,1,0
Social Policy and Reform Studies,2014,1,1
Socioeconomic Development in MENA,2013,1,6
Software Engineering Research,2021,1,0
Software Engineering Techniques and Practices,2021,1,0
Software System Performance and Reliability,2021,1,0
Soil and Environmental Studies,2002,2,301
Soil and Environmental Studies,2006,1,57
Soil and Environmental Studies,2009,1,1
Soil and Land Suitability Analysis,2011,1,6
Soil and Land Suitability Analysis,2023,1,1
Soil and Land Suitability Analysis,2025,1,0
Soil and Unsaturated Flow,1993,1,1
Soil and Unsaturated Flow,2005,2,16
Soil and Unsaturated Flow,2006,1,0
Soil and Unsaturated Flow,2008,1,1
Soil and Unsaturated Flow,2011,1,153
Soil and Unsaturated Flow,2012,1,75
Soil and Unsaturated Flow,2013,1,36
Soil and Unsaturated Flow,2017,2,165
Soil and Unsaturated Flow,2018,2,15
Soil and Unsaturated Flow,2019,5,150
Soil and Unsaturated Flow,2020,3,74
Soil and Unsaturated Flow,2021,7,19
Soil and Unsaturated Flow,2022,1,10
Soil and Unsaturated Flow,2023,1,16
Soil and Unsaturated Flow,2024,1,1
Soil and Unsaturated Flow,2025,4,17
Soil and Unsaturated Flow,2026,1,0
Soil and Water Nutrient Dynamics,2014,1,49
Soil and Water Nutrient Dynamics,2015,1,43
Soil and Water Nutrient Dynamics,2022,1,9
Soil Carbon and Nitrogen Dynamics,2018,1,5
Soil erosion and sediment transport,2014,2,19
Soil erosion and sediment transport,2015,1,43
Soil erosion and sediment transport,2016,2,9
Soil erosion and sediment transport,2018,1,41
Soil erosion and sediment transport,2019,1,9
Soil erosion and sediment transport,2021,1,8
Soil erosion and sediment transport,2022,1,34
Soil erosion and sediment transport,2025,2,0
Soil Geostatistics and Mapping,2009,1,158
Soil Geostatistics and Mapping,2012,2,113
Soil Geostatistics and Mapping,2017,2,4
Soil Geostatistics and Mapping,2019,2,191
Soil Geostatistics and Mapping,2021,5,73
Soil Geostatistics and Mapping,2022,3,48
Soil Geostatistics and Mapping,2023,1,31
Soil Geostatistics and Mapping,2024,2,8
Soil Geostatistics and Mapping,2025,3,1
Soil Management and Crop Yield,2018,1,0
Soil Mechanics and Vehicle Dynamics,1998,1,51
Soil Mechanics and Vehicle Dynamics,2011,1,0
Soil Mechanics and Vehicle Dynamics,2014,1,15
Soil Mechanics and Vehicle Dynamics,2018,1,0
Soil Moisture and Remote Sensing,2005,1,39
Soil Moisture and Remote Sensing,2012,1,4
Soil Moisture and Remote Sensing,2020,1,45
Soil Moisture and Remote Sensing,2022,3,77
Soil Moisture and Remote Sensing,2024,3,4
Soil Moisture and Remote Sensing,2025,1,0
"Soil, Finite Element Methods",2016,1,6
"Soil, Finite Element Methods",2019,1,2
Solar and Space Plasma Dynamics,2013,1,2
Solar and Space Plasma Dynamics,2015,6,0
solar cell performance optimization,2007,1,3
solar cell performance optimization,2008,1,95
solar cell performance optimization,2009,1,800
solar cell performance optimization,2010,1,1
solar cell performance optimization,2011,1,38
Solar Energy Systems and Technologies,2010,1,5
Solar Energy Systems and Technologies,2017,1,5
Solar Energy Systems and Technologies,2021,1,2
Solar Energy Systems and Technologies,2023,1,12
Solar Energy Systems and Technologies,2025,1,0
Solar Radiation and Photovoltaics,2018,1,0
Solar Radiation and Photovoltaics,2020,1,29
Solar Radiation and Photovoltaics,2022,1,27
Solar Thermal and Photovoltaic Systems,2009,1,24
Solar Thermal and Photovoltaic Systems,2010,2,64
Solar Thermal and Photovoltaic Systems,2011,1,40
Solar Thermal and Photovoltaic Systems,2014,1,4
Solar Thermal and Photovoltaic Systems,2020,1,9
Solar Thermal and Photovoltaic Systems,2021,2,25
Solar Thermal and Photovoltaic Systems,2023,1,12
Solar Thermal and Photovoltaic Systems,2024,1,0
Solar Thermal and Photovoltaic Systems,2025,1,0
Solar-Powered Water Purification Methods,2014,1,4
Solar-Powered Water Purification Methods,2017,1,0
Solar-Powered Water Purification Methods,2021,1,5
Solar-Powered Water Purification Methods,2023,2,40
Solar-Powered Water Purification Methods,2025,2,3
Solid-state spectroscopy and crystallography,2000,1,8
Solid-state spectroscopy and crystallography,2015,1,0
Solid-state spectroscopy and crystallography,2017,2,229
Solid-state spectroscopy and crystallography,2018,2,88
Solid-state spectroscopy and crystallography,2019,1,50
Solid-state spectroscopy and crystallography,2020,1,14
Solid-state spectroscopy and crystallography,2022,3,43
Solid-state spectroscopy and crystallography,2023,1,0
Solid-state spectroscopy and crystallography,2024,2,4
Solid-state spectroscopy and crystallography,2025,2,1
Space Science and Extraterrestrial Life,1986,1,2
Space Science and Extraterrestrial Life,1990,1,0
Space Science and Extraterrestrial Life,2011,1,0
Spacecraft and Cryogenic Technologies,2005,1,0
Spacecraft and Cryogenic Technologies,2009,1,129
Spacecraft and Cryogenic Technologies,2013,1,4
Spacecraft and Cryogenic Technologies,2015,10,0
Spacecraft and Cryogenic Technologies,2016,2,220
Spacecraft and Cryogenic Technologies,2021,1,3
Spacecraft and Cryogenic Technologies,2022,2,10
Spacecraft and Cryogenic Technologies,2023,1,4
Spacecraft and Cryogenic Technologies,2024,6,15
Spacecraft and Cryogenic Technologies,2025,3,65
Spacecraft Design and Technology,2022,1,1
Spacecraft Dynamics and Control,2013,1,16
Sparse and Compressive Sensing Techniques,2019,1,3
Sparse and Compressive Sensing Techniques,2023,1,24
Spatial and Panel Data Analysis,2015,1,0
Spatial and Panel Data Analysis,2019,1,0
Spatial Cognition and Navigation,2022,1,2
Species Distribution and Climate Change,2021,1,4
Species Distribution and Climate Change,2022,2,26
Spectral Theory in Mathematical Physics,2025,1,0
Spectroscopy and Chemometric Analyses,1995,1,15
Spectroscopy and Chemometric Analyses,1996,1,12
Spectroscopy and Chemometric Analyses,2007,1,0
Spectroscopy and Chemometric Analyses,2011,2,21
Spectroscopy and Chemometric Analyses,2013,1,0
Spectroscopy and Chemometric Analyses,2014,1,30
Spectroscopy and Chemometric Analyses,2015,2,1
Spectroscopy and Chemometric Analyses,2016,2,111
Spectroscopy and Chemometric Analyses,2018,1,3
Spectroscopy and Chemometric Analyses,2019,3,30
Spectroscopy and Chemometric Analyses,2021,4,71
Spectroscopy and Chemometric Analyses,2022,1,0
Spectroscopy and Laser Applications,1984,1,4
Spectroscopy and Laser Applications,2007,1,21
Spectroscopy and Laser Applications,2008,1,33
Spectroscopy and Laser Applications,2014,1,8
Spectroscopy and Laser Applications,2016,1,3
Spectroscopy and Laser Applications,2017,1,26
Spectroscopy and Laser Applications,2018,2,10
Spectroscopy and Laser Applications,2019,1,31
Spectroscopy and Laser Applications,2022,1,4
Spectroscopy and Laser Applications,2025,1,1
Spectroscopy and Quantum Chemical Studies,1985,1,104
Spectroscopy and Quantum Chemical Studies,1999,1,15
Spectroscopy and Quantum Chemical Studies,2001,2,43
Spectroscopy and Quantum Chemical Studies,2002,2,102
Spectroscopy and Quantum Chemical Studies,2003,1,10
Spectroscopy and Quantum Chemical Studies,2005,2,1626
Spectroscopy and Quantum Chemical Studies,2006,1,52
Spectroscopy and Quantum Chemical Studies,2008,3,41
Spectroscopy and Quantum Chemical Studies,2009,2,35
Spectroscopy and Quantum Chemical Studies,2010,2,67
Spectroscopy and Quantum Chemical Studies,2011,2,21
Spectroscopy and Quantum Chemical Studies,2012,4,122
Spectroscopy and Quantum Chemical Studies,2013,4,29
Spectroscopy and Quantum Chemical Studies,2014,5,325
Spectroscopy and Quantum Chemical Studies,2015,4,81
Spectroscopy and Quantum Chemical Studies,2016,6,83
Spectroscopy and Quantum Chemical Studies,2017,2,22
Spectroscopy and Quantum Chemical Studies,2018,7,54
Spectroscopy and Quantum Chemical Studies,2019,4,55
Spectroscopy and Quantum Chemical Studies,2020,2,37
Spectroscopy and Quantum Chemical Studies,2021,4,149
Spectroscopy and Quantum Chemical Studies,2022,2,25
Spectroscopy and Quantum Chemical Studies,2023,4,30
Spectroscopy and Quantum Chemical Studies,2024,4,20
Spectroscopy and Quantum Chemical Studies,2025,1,1
Spectroscopy and Quantum Chemical Studies,2026,1,0
Spectroscopy Techniques in Biomedical and Chemical Research,2014,1,7
Speech and Audio Processing,2016,1,31
Speech and Audio Processing,2017,1,1
Speech and Audio Processing,2021,1,4
Speech and Audio Processing,2025,1,4
Speech Recognition and Synthesis,2017,1,1
Sperm and Testicular Function,1985,1,0
Spinal Fractures and Fixation Techniques,2015,1,4
Spinal Fractures and Fixation Techniques,2019,1,0
Spine and Intervertebral Disc Pathology,2019,1,0
Sports Dynamics and Biomechanics,2014,1,1
Sports Dynamics and Biomechanics,2016,1,8
Stability and Controllability of Differential Equations,2015,1,1
Stability and Controllability of Differential Equations,2016,1,17
Stability and Controllability of Differential Equations,2024,1,10
Stability and Controllability of Differential Equations,2025,2,1
State Capitalism and Financial Governance,2011,1,3
Statistical and numerical algorithms,2010,1,0
Statistical Distribution Estimation and Applications,2017,1,0
Statistical Mechanics and Entropy,2018,1,11
Statistical Mechanics and Entropy,2019,3,21
Statistical Mechanics and Entropy,2023,1,0
Statistical Methods and Inference,2018,1,0
